0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,label
1.4767255,-0.8192274,0.8853025,0.6274191,0.5472514,1.1437262,0.35498032,0.35398987,-0.035550836,-0.4296983,0.5950317,0.40601915,-0.3262952,0.373565,0.6261879,-0.677932,-0.064098865,-0.15493181,-0.7676204,-0.5377996,0.042063307,-0.93285525,-0.45864826,-0.7616625,-0.3081285,-1.0941756,-0.5779578,-0.726956,-0.8998986,-1.2174616,0
0.36418256,0.7733621,-0.4310013,0.5551702,-0.44949928,0.09032511,-0.45399117,-0.31219715,0.9929822,-1.3048724,1.145695,0.2325705,-1.1249605,0.70483047,-0.19201936,-0.8804824,1.8461555,0.033457804,0.8942211,-0.04999294,0.5523169,0.4500383,0.34788096,-0.307523,1.464624,0.18964301,1.0676819,-0.7428011,-0.07899814,-0.5116158,0
-0.8282111,1.4539164,0.14254491,-0.9214336,1.5354491,-0.9353669,0.039009236,-0.35551304,-0.44257575,0.21888259,-1.0497438,-0.2886663,-1.4014584,0.4331811,-0.71942806,-0.9560044,-0.07340722,-1.3260722,-0.34547284,0.38023618,-1.008456,0.4840505,0.15701479,-0.83539695,-0.18860628,-0.52911824,-0.7014752,-0.79951376,-1.0497081,-0.5507524,0
-1.1608901,0.8152806,0.40367705,-0.24098566,0.012457622,1.0805398,-0.5900869,0.3515371,-1.1502973,-1.0420979,0.4119845,-0.59475076,-0.50748086,-0.50605005,-0.06783339,0.25594905,-0.0422092,-0.6669276,0.60489726,-0.58312255,0.14731845,-0.7914391,-1.4633036,-0.54376054,-1.3515167,-1.0762199,-0.78295755,-1.0995505,-0.46362737,-0.5834336,0
1.575621,-0.3304172,0.53100234,-1.6497089,0.14440994,-0.6840399,0.77577895,-0.594999,-0.22431757,2.2020202,0.53423804,0.9692786,-0.6039211,0.59095013,0.007553556,-0.61643434,0.77785474,-0.82100004,-1.5402907,0.8588794,-1.0506136,0.1894218,-0.9352033,-1.129608,-0.8743234,-0.6626683,-1.1853157,-0.44799948,-1.6233959,-1.7246743,0
1.5406351,0.020987585,-0.25193152,1.2227352,-0.2887303,-0.45965785,0.6780577,-0.09638296,1.1993707,0.49827978,0.09822005,0.76835775,-0.16853449,0.015243363,-0.5796434,-0.8642319,0.13555983,-0.6985518,-0.624563,0.10537014,-1.3545902,-0.22936451,-1.1713996,-1.3386635,-0.90555966,-1.4675267,-1.8243619,-1.8957115,-1.1905632,-0.22420582,0
-0.019747354,0.36911252,0.59523964,0.23287773,0.6821815,1.2411586,-0.7839323,0.1992798,1.1455417,-0.49686703,-0.77113885,0.6076177,-0.19862595,-0.32836226,1.2330425,0.8627213,1.0120677,-0.18427572,0.46723512,0.3947884,-0.6599464,1.226767,-1.2674152,-0.8393938,0.5882126,0.42682517,0.061399672,0.98951024,-0.53185797,-0.15044627,0
0.9340015,-1.4882483,-1.3982474,-0.8154482,-0.6623452,-0.18535848,0.78905815,-0.40355593,0.6399149,-0.7308604,-0.6620611,1.1844189,0.68289024,0.4298959,0.67972845,0.47755358,-0.048893478,0.8102363,0.38328293,0.19275233,0.98679554,0.20382315,-0.0062611587,0.91298276,0.67632186,0.15671523,0.42939723,-0.022748968,0.058498036,0.2855329,0
-0.68195236,0.050012518,0.73913544,-0.8710451,1.5822641,-0.39139825,-0.35665235,1.9834186,-0.23303735,-1.0817672,-3.2839878,-0.5602062,-1.1411566,-0.99445647,0.16889726,-1.4576492,1.1484799,-0.26071286,1.2739364,0.833337,-1.2300156,-0.7224953,1.7150319,-0.34149617,0.34419584,1.8677125,-2.3109262,-0.018905595,0.23874,-1.2584221,0
-1.7225674,-0.10824284,1.1799314,-1.4055645,0.23860908,0.9039125,0.25913012,-0.5116769,-0.049179934,0.501803,-0.018462596,0.028089968,-0.660465,0.25039876,0.23956954,-0.80952287,0.6798421,-0.76810545,0.22910255,0.30614397,0.02436065,-0.035313282,0.01706545,0.428093,-1.2919097,0.23855548,-0.95504785,-0.95825964,-0.99205875,-1.0356351,0
-2.4073532,1.0993283,0.60330963,-1.1580368,1.5874692,-0.6512088,1.0302172,-0.053322777,0.3509104,-0.2036184,0.26804683,0.41086638,-1.6516436,0.6830314,-0.4493794,-1.1390709,0.43349874,-0.13361967,-0.15903111,0.0811981,0.06751068,-0.42242822,-0.45892593,-0.51437193,-0.37536398,-1.0716524,-0.69754606,-0.5746388,-1.0467125,-0.5330516,0
-0.561293,0.6823306,0.6519548,1.246877,-0.6692439,1.4757323,1.2394731,-1.2204975,-0.66825294,0.6336661,0.8250276,0.0148267625,0.017454822,-0.1561479,0.8335403,0.15862662,0.37374184,1.4639183,0.072779335,1.6172043,1.4288973,-0.28659937,1.091538,0.3276813,-0.38382876,0.22596295,0.220599,-0.9686428,-0.271179,-0.22327125,0
0.65839386,0.5462503,0.9225375,1.5260123,0.3024166,0.043351155,0.14744048,-0.21242575,0.104410134,-0.13909122,0.36128482,1.0709622,-1.7014731,0.77228487,-0.558055,0.15574786,0.723443,-0.14085618,-0.6765313,1.2767069,-0.5027427,0.56374776,-0.1116255,-0.38400137,0.00090136915,-0.1064321,0.010958589,-0.2861041,-0.43630216,-0.20847107,0
-0.27968407,-0.092294864,2.267533,2.1557467,1.1170862,0.963021,-0.46658304,0.38402194,1.02887,-0.7317406,0.8391259,0.67886436,-0.31422764,1.515166,0.53737664,0.3418976,1.3569201,0.42884675,0.4122601,-0.6755223,0.68844426,-0.21170934,-0.38743976,-0.06197666,-0.121937886,0.4761275,0.65612185,0.42885888,0.33915275,-0.18172653,0
-0.8172588,0.77096015,-1.2513341,0.007185621,-0.42995927,-0.90578675,-0.45368695,-2.6081846,-1.0519086,-1.1857973,0.34974575,1.2687639,-0.8297183,0.65361744,-0.12634328,-2.0533624,0.2954335,-0.05615055,-1.2784127,1.044761,-0.8635265,-1.606963,-1.0412437,-0.673879,-0.8242694,-0.15060289,-1.0678374,-0.84006923,-0.16703036,0.18836653,0
0.4458839,0.6459833,-0.23303953,-0.17160836,0.106047,0.22630031,0.25641218,1.0090275,1.2781987,1.4786141,0.50109243,0.9357101,0.10816979,0.33108762,-0.03188089,0.021535896,0.6647237,-0.10722631,-0.8850889,0.9881016,0.4054743,-0.8238378,1.3276507,1.1198354,-0.21445453,0.53903323,-0.09459396,0.039541904,-0.46797356,0.087697126,0
-0.070848264,0.6275381,0.08757417,0.77127486,1.0795462,1.9303728,0.43538156,0.6778969,-0.4313558,-0.4455555,0.4570318,-0.9317976,-0.1367945,1.3671663,-0.70199037,0.48286304,0.7868248,-0.5412381,0.6298387,-0.6357565,-1.0017225,-0.11307944,-0.8791014,-0.43899798,-2.2610052,-0.58700174,-0.8767382,-1.9629245,-1.049174,-0.13303766,0
-0.10087043,-0.9384071,-1.2360216,-0.62599236,-0.7046339,-2.8520205,-1.1386282,-2.0076685,-2.0014026,-1.2398397,-1.8651506,-0.04714917,-1.3631299,-0.083045445,-0.0970223,-1.4601883,-0.123691164,-1.3452681,-0.95651907,-0.32932737,-0.9573651,-0.85759693,-1.2285346,-0.5844744,-0.73254657,-0.75257295,0.25712937,-0.5087567,1.0547574,-0.285373,0
0.33483455,0.79651934,-0.2938141,2.3366518,-0.71798545,1.1433189,-0.84472334,0.7145424,-2.3481,2.8148613,-2.604738,2.0112734,-1.3046764,1.1717918,-0.43199632,-0.6377844,0.76051223,-0.9485367,-0.123066485,0.9508352,0.06201044,-0.5829594,1.1533111,-1.637695,1.0536935,-1.2175587,0.7556879,-1.3803607,0.52549595,-2.4684634,0
-0.5009481,1.914344,0.8174666,1.1072235,0.75430024,0.18113132,0.8159627,0.25382295,1.728311,-0.2690788,1.5545665,-0.3481851,-0.39413413,2.3017385,1.2262678,0.32296133,1.5043437,0.668814,0.3768376,1.2410794,0.6841193,0.28223127,0.3915489,0.7102256,-0.029741103,-0.36576298,0.8008603,-0.65364194,0.02839316,0.517271,0
